"","recipe_id","category","serving_size_quantity","preparation_time","baking_time","difficulty","type","cooking_skills","age_of_creator","co2emissions","nr_adopters","mean_rating","nr_comments","age_in_weeks"
"21920","qj79mxv2-ls8m3-464856-ycte3-q5ih9r5l","Baking - savoury",12,63,64,"advanced","fish","beginner",-32,5.52,3,4.33333333333333,3,1321
"21921","qj7xrso2-htwfd-816059-vpdv8-utiex3av","Baking - savoury",48,42,145,"easy",NA,"advanced",47,5.09,2,3.5,1,948
"21922","qjaurp7j-3uuu4-686150-l03o2-2uixn79u","Breads & rolls",39,NA,NA,"advanced","meat","beginner",29,389.33,3,2.33333333333333,4,2148
"21923","qjbsh1fp-glkh3-616962-xmbow-7ifw5lh8","Soups",20,28,100,"medium","vegan","beginner",63,341.97,NA,NA,5,1697
"21924","qjc2whec-w4w6z-126396-btlja-abknqtj3",NA,NA,37,1,"advanced","meat","advanced",-2,777.98,NA,NA,4,972
"21925","qjcx0ec6-94or5-611641-z93u6-njmr49dw","Pasta & rice dishes",32,131,123,"medium",NA,"advanced",52,12.44,2,2,9,1385
"21926","qjczzz48-8kofv-935458-psp2i-oci7wp2n","Main dishes - meat",33,61,67,NA,NA,"chefcook",22,490.51,1,1,9,1803
"21927","qjdualiu-paq3m-284151-wxaqh-uggyxi5k","Sauces, dips & spreads",21,64,65,"medium","meat","advanced",57,901.57,1,2,2,555
"21928","qjg9gk20-ka9s3-344425-pq5e8-jljzhcgm","Desserts & sweets",5,128,60,NA,"fish","advanced",28,342.43,2,2.5,2,1587
"21929","qjlklbt3-lmxzo-604956-dcfu2-o3sfmkml","Main dishes - meat",33,134,77,"advanced",NA,NA,70,121.6,2,4,7,619
"21930","qjnuyxew-0z9dv-989183-w7v56-ezevqq3t","Starters",NA,144,136,"medium","vegetarian","amateurchef",26,151.2,1,5,3,2157
"21931","qjrw71df-cw8hs-805905-77x3n-0eu1rtmf","Breads & rolls",31,58,115,"medium","fish","chefcook",52,213.78,2,1.5,4,1582
"21932","qjsj8fcw-swwjw-284907-vgms7-lqhr29sm",NA,NA,33,46,NA,"fish",NA,63,NA,1,4,6,864
"21933","qjtlld1a-rk2o6-377525-cbp5m-3dcu4xwg","Pasta & rice dishes",41,NA,88,"medium",NA,"advanced",28,NA,1,3,9,2506
"21934","qjveytrc-oos3b-410005-0206k-kgq9h5fw","Main dishes - meat",16,16,100,NA,"meat","beginner",0,145.59,NA,NA,6,754
"21935","qjw4b3te-f081u-730357-bgonq-8vdxhdse","Main dishes - others",13,85,29,"advanced","meat","beginner",9,100.52,2,2,6,509
"21936","qjwwq3p1-zmzvg-425115-e3x5k-fupbvs5c","Sauces, dips & spreads",48,78,70,"medium","vegetarian","beginner",63,466.26,1,5,4,898
"21937","qjxvxmgs-6obts-971626-jh75g-vuhbkyoe","Pasta & rice dishes",7,62,108,"medium","meat","advanced",29,550.3,2,4.5,2,2225
"21938","qjzh3hqq-cmrym-464911-imht4-kl3d1bv8","Baking - sweet",NA,73,32,"advanced","fish",NA,7,1229.37,NA,NA,8,1987
"21939","qjznxe0j-bwor3-475775-dzrvw-j8f74r1t","Sauces, dips & spreads",NA,23,NA,NA,"vegan",NA,-5,402.84,2,3,5,1244
"21940","qk36c384-yfl7x-595635-4emq2-0k4r7yzv","Desserts & sweets",28,110,145,NA,"meat","chefcook",63,342.8,2,3,2,764
"21941","qk6ou21q-7zfae-285779-px2dx-vm6sfyg7",NA,45,14,NA,"advanced","fish","chefcook",7,54.48,3,2.66666666666667,2,2032
"21942","qk8qc4em-x88v2-702177-ne8wc-vvhpzftu","Starters",1,139,NA,"advanced","fish","advanced",63,499.28,1,5,8,1705
"21943","qkan81pv-edb9y-266937-5tbky-qfz5m751","Main dishes - others",18,6,148,"medium","meat","chefcook",69,416.05,2,4,6,722
"21944","qkblk9dp-tw2jn-561069-it5nt-3cuvx8yq","Pasta & rice dishes",NA,75,148,"advanced","meat","beginner",64,22.08,1,5,6,579
"21945","qkduwfs1-ftm5z-483711-kyczn-38vfn3xu","Basics",3,132,NA,"easy","vegetarian",NA,60,610.11,2,3,3,445
"21946","qkeo55xu-c8k6d-500622-peqoi-soyq6ne2","Drinks",3,104,NA,"easy","fish","chefcook",6,268.73,NA,NA,8,1285
"21947","qkflhwaj-48ugi-651541-xl3bd-tpq8h4ov","Main dishes - others",40,55,109,"easy","vegan","chefcook",10,461.13,NA,NA,NA,1040
"21948","qkiivf6w-qbl3x-643439-8oiym-c2x4sqo4","Baking - sweet",42,65,74,"advanced","fish","advanced",18,840.66,NA,NA,4,775
"21949","qkj4utol-oeurm-281165-qays9-3virbki5","Soups",37,78,94,"easy","meat","beginner",62,414.36,1,3,7,2180
"21950","qkje9kbj-54exh-474263-gp0kp-wileeo7e",NA,40,132,NA,"easy","vegetarian","amateurchef",64,45.81,4,3.5,11,1144
"21951","qkk825fg-ba1mg-102212-pfmxh-wm2yg7dq","Baking - sweet",14,31,100,"easy",NA,"advanced",-8,785.08,2,2.5,7,2109
"21952","qkmlfo46-8gr4n-545998-r28ui-dhug9sq9","Baking - savoury",28,66,131,NA,"fish","beginner",47,NA,2,2,6,647
"21953","qkn0zw5a-v414g-990028-pt2gl-5v1bhj5k",NA,15,144,75,"easy","fish","beginner",5,216.54,1,2,4,1856
"21954","qknh1vgo-rday2-195564-5wef5-o4a26usq","Desserts & sweets",11,118,85,"medium","meat","advanced",84,54.72,2,2.5,7,2310
"21955","qknloace-xg3w8-620595-0k34i-hn8jv2z8","Baking - savoury",25,146,19,"easy",NA,"advanced",5,NA,4,2,5,1246
"21956","qkrdocth-7cuf1-931849-zjaq5-wl5ups36","Sauces, dips & spreads",42,50,40,"medium","meat","advanced",64,620.18,NA,NA,4,764
"21957","qkrml7uc-5hpt2-449157-1quc0-hjv3h8p5","Desserts & sweets",14,90,NA,"advanced","vegan","chefcook",85,NA,3,2.66666666666667,2,783
"21958","qkrztfmu-m5sos-045497-imav8-0zeeb2bv","Main dishes - meat",32,127,26,"medium","vegan","beginner",54,325.01,2,1,10,1776
"21959","qks18lwk-y5f1o-038424-qc5d0-vr3rr04u","Main dishes - fish",28,NA,3,NA,"vegetarian","amateurchef",44,NA,1,1,6,454
"21960","qkshdq6w-6vny3-587016-muwc5-jjv7tl6k","Basics",40,72,NA,"medium","meat","advanced",-16,553.22,1,1,1,2474
"21961","qkvsja9s-ki4wo-429273-q4s6s-sfqo1072","Soups",NA,98,131,"easy","vegetarian","advanced",2,NA,NA,NA,4,2345
"21962","qkw8vjp8-yjpdu-154428-77bh0-kogapz9n","Drinks",45,35,4,"easy",NA,"beginner",53,416.82,NA,NA,4,836
"21963","qkwbocuc-mqemh-071180-3ch3i-a71bp3a6","Main dishes - meat",27,53,27,"advanced","fish","beginner",41,765.35,NA,NA,4,1393
"21964","qkwhyrie-2eg6a-879056-3l3mx-vavfsw4w","Desserts & sweets",NA,50,121,"advanced","vegetarian","beginner",51,NA,1,4,3,1040
"21965","qkwjc9la-a2jk0-067885-src8x-cls68xpw","Basics",20,NA,95,"medium",NA,NA,13,536.67,1,2,10,515
"21966","qkxir1rj-ocmc5-317797-9k2ot-mndjtzn0","Starters",41,137,123,"easy","vegetarian","chefcook",-5,485.13,2,3,9,2223
"21967","qkz4fjn0-mxbwc-131330-46y2q-30oeenxb","Sauces, dips & spreads",NA,122,5,"medium","fish","amateurchef",26,543.72,5,2.8,3,1323
"21968","ql1q0eix-rits0-527694-mj04x-zqub2rvo","Breads & rolls",41,NA,NA,NA,"fish","amateurchef",37,587.64,2,4.5,10,657
"21969","ql2m1sot-ln9yc-157602-125k1-457w8ymg","Pasta & rice dishes",1,124,115,"medium","fish",NA,70,143.53,1,3,3,678
"21970","ql3zikhl-nvxlj-175135-xkaen-nb5pl2cq","Main dishes - meat",38,83,146,"advanced",NA,"beginner",68,1035.98,NA,NA,4,688
"21971","ql62371k-53ub1-685908-ahye6-8hp2d28k","Sauces, dips & spreads",20,95,101,"easy","vegan","chefcook",5,12.12,1,4,2,90
"21972","ql89qgsf-16lep-755305-ir8z1-0d1asxce","Basics",22,114,141,"easy","vegetarian","advanced",50,NA,NA,NA,4,2236
"21973","ql8fs9pc-h9ui5-866558-ypbll-kgldsr3p","Baking - sweet",23,NA,62,NA,"meat","amateurchef",12,NA,2,2.5,6,2253
"21974","qla3hwlr-jqdel-099177-1ib4i-b5ecuz79","Soups",NA,138,NA,"medium","vegetarian","amateurchef",20,407.2,1,4,NA,213
"21975","qlakn25p-90j6w-865195-t6lcc-a20hjkog","Baby food",27,67,106,"medium","meat","beginner",48,504.04,2,3,3,1436
"21976","qlbagrm6-gom5x-027514-d7gky-jqflete6","Baby food",10,NA,75,"easy","fish","advanced",50,NA,3,3.66666666666667,5,2526
"21977","qlbmuoar-l7egu-973069-iksal-nzashh7h","Main dishes - meat",44,116,143,"easy","vegan","advanced",48,167.81,1,2,4,174
"21978","qld59o90-n4uzy-039696-ksxva-fzkflqck","Baking - sweet",47,149,132,"medium","vegetarian","beginner",54,295.26,2,1.5,NA,2365
"21979","qle2m0m1-g12c0-381412-73g31-a8j0e4mj","Pasta & rice dishes",NA,123,54,"advanced","vegetarian",NA,46,361.13,NA,NA,4,1112
"21980","qlgcti51-324sk-569457-lr9ys-f42wbel5","Side dishes",2,70,NA,"medium","vegetarian","chefcook",-4,254.48,NA,NA,3,415
"21981","qlk5oclo-ejsjj-171821-9s7le-hz4t2w3a","Main dishes - vegetarian",NA,142,113,"easy","meat","beginner",11,111.72,2,4.5,NA,338
"21982","qlk6bovf-98lts-998570-fmvtw-ztavqii1","Baking - sweet",34,43,99,"advanced","fish",NA,15,583.44,NA,NA,2,1821
"21983","qlkztoun-cboxl-306688-ai392-ukb01040","Side dishes",15,75,NA,"advanced",NA,"chefcook",41,NA,2,3.5,5,348
"21984","qllbwzwh-fg2u6-632647-iht83-47bm0szq","Baking - savoury",20,52,71,"medium","vegan","beginner",16,725.55,2,1,5,1962
"21985","qlmq0hov-61z2p-144841-05ty2-epe5s2ru","Side dishes",40,NA,59,"easy","vegetarian","amateurchef",37,17.16,2,3,3,2601
"21986","qln2p5ve-ij0fa-635108-obfym-c4oczkid","Sauces, dips & spreads",2,66,NA,"easy","fish","amateurchef",79,447.61,2,3.5,3,1407
"21987","qloepzms-jw3z9-492768-gwxl9-fhxz3iqz","Main dishes - fish",26,105,70,"easy","fish","beginner",71,1071.14,5,3.6,2,1822
"21988","qlox6pbx-bf347-981053-qw0ld-m3z5n7rs","Desserts & sweets",8,21,54,"medium","meat","advanced",47,1211.43,3,3.66666666666667,4,1069
"21989","qlpbf6ao-yr106-390322-ctdnq-9snmhrmi","Starters",10,85,123,"advanced","fish","chefcook",48,509.43,2,2.5,9,424
"21990","qlqefmib-watsc-585415-x3oq4-jkrhintr","Baking - sweet",3,78,131,"medium","vegan","amateurchef",23,NA,1,3,2,1802
"21991","qltpev3f-6fs14-095138-iag6a-whektxfj","Pasta & rice dishes",33,94,126,"easy","meat","beginner",74,300.36,NA,NA,4,954
"21992","qlxzux5k-q37e7-927097-3wxll-2lpcloyi","Desserts & sweets",9,120,76,"advanced","meat","advanced",47,437.74,NA,NA,6,1205
"21993","qlyo02fb-7ayjj-477099-khwry-ovue6bod","Soups",37,148,NA,"advanced",NA,NA,6,366.55,2,2.5,2,2225
"21994","qlz0ojsq-vum4u-569895-wdqgp-tu33hy4i","Side dishes",22,114,27,"advanced","meat","advanced",65,218.04,1,4,4,1762
"21995","qm1gubse-p3jbb-840287-o6p8y-l5ikotlt","Breads & rolls",NA,49,NA,"medium","vegan",NA,67,157.95,1,3,5,1748
"21996","qm1sf1vk-s42vz-980677-zv2rj-fhoxt66u","Desserts & sweets",16,17,NA,"medium","vegan","chefcook",48,672.27,2,3,3,796
"21997","qm3uc42l-sbi92-099590-fu93b-tugpj29i","Baking - sweet",50,131,44,"easy","vegetarian","beginner",40,440.85,1,2,10,773
"21998","qm3uj2dn-5dtfg-928544-bv8v6-lecqips1","Baking - sweet",NA,95,NA,"easy","fish","amateurchef",11,213.78,3,2.33333333333333,3,2277
"21999","qm5u1ued-heii1-086992-iven6-0dn7pv2n","Main dishes - fish",42,67,60,"medium","vegetarian","advanced",18,398.69,1,4,5,398
"22000","qm7q884o-7ros5-887111-5o7nl-jgrj6lzj","Desserts & sweets",49,NA,NA,"medium","fish","amateurchef",62,879.27,1,1,5,2151
"22001","qm95hdts-worox-349158-d958w-thiqf5c6","Desserts & sweets",44,89,9,"advanced","vegan","chefcook",26,353.8,2,3,7,1621
"22002","qmf4jp7s-lmryt-838344-fym5e-5owp1oeg","Pasta & rice dishes",46,39,NA,"easy","meat",NA,24,106.89,4,2.25,5,1508
"22003","qmffxul1-m3ezs-850854-npb49-ydul13o6",NA,NA,NA,82,"advanced","fish",NA,60,259.33,NA,NA,5,571
"22004","qmis0zsc-30bqh-522799-covbt-ggson410",NA,31,138,NA,"advanced","fish","chefcook",59,794.25,2,4,2,794
"22005","qmjir26x-pig8c-372710-xtdk0-9qrtgmry","Soups",3,110,68,"advanced",NA,"amateurchef",32,750.05,2,3,2,1924
"22006","qmke5hnx-0phs7-028660-0kbfx-li6c8n72","Soups",23,NA,13,"medium","meat","amateurchef",45,533.76,NA,NA,6,576
"22007","qmkl03mh-tz277-540866-tlz00-zil7j5lg","Desserts & sweets",48,36,43,"advanced","fish","chefcook",9,940.47,3,3,4,527
"22008","qmn7w7l8-69v4d-448765-r8f9d-1fxf86kw","Side dishes",30,57,4,"easy","fish","chefcook",7,215.68,3,1.33333333333333,3,187
"22009","qmn8ylnu-jlers-886830-gnnyr-r1tyylua","Main dishes - fish",42,90,57,"easy","vegan","advanced",18,45.81,1,1,1,1813
"22010","qmo001yr-c5flf-590362-78d97-lyoqt88r","Drinks",NA,10,142,"advanced","meat","amateurchef",4,427.73,1,2,7,1354
"22011","qmqdvex1-d9fnr-677929-3ybg8-xhq1ls5g","Soups",NA,85,93,"advanced","vegetarian","advanced",-15,182.04,1,1,4,1474
"22012","qmqjc6s8-1bubr-308689-4yj7s-6z4meqog","Baby food",11,34,58,"medium","vegan","amateurchef",84,315.66,NA,NA,7,2199
"22013","qmsvo71f-xr7ry-106793-uho8i-kyxlg39d","Breads & rolls",1,99,77,"easy","fish","chefcook",19,404.48,NA,NA,2,2348
"22014","qmtcfsho-j1qxe-806565-hm6pc-9dhvnqhg","Drinks",43,116,105,"easy",NA,"advanced",14,396.64,2,4.5,4,252
"22015","qmtng683-nbze0-353166-19iw2-wq5crzxl","Main dishes - others",NA,123,93,"easy","vegan","advanced",-14,477.63,3,4,3,2556
"22016","qmtns2nh-wldmw-272571-ikalx-gt69bhra","Main dishes - meat",NA,121,36,NA,"vegan",NA,24,531.55,1,5,3,693
"22017","qmx6s9uu-jquap-431005-n2kbe-nwvsogtm","Desserts & sweets",21,111,NA,"easy","meat","amateurchef",57,NA,1,4,6,1366
"22018","qmyde9fs-imeym-064180-gp36o-plp5ita4","Main dishes - others",23,122,69,"medium","meat","beginner",65,NA,2,3,3,1930
"22019","qn0z4o12-98szm-607663-ancww-hd2k8ikp","Main dishes - vegetarian",20,NA,24,"medium","vegan","chefcook",49,795.88,1,4,3,1140
"22020","qn6477li-itqcj-753760-dsjw3-bv5xar1s","Main dishes - vegetarian",12,142,36,"easy",NA,NA,15,1106.11,2,2.5,4,2111
"22021","qn6edq2g-zew01-017847-2swpy-4etvueqg","Main dishes - others",25,120,49,"easy","fish","chefcook",14,NA,3,3.33333333333333,9,2384
"22022","qn6laopq-f5281-036735-jyk09-9hyp2fac","Sauces, dips & spreads",9,NA,145,NA,"vegan","beginner",84,NA,NA,NA,3,1515
"22023","qn7edu06-uq9y6-669767-1kw9h-80707m6o","Breads & rolls",47,131,52,"easy","vegetarian","beginner",50,1086.36,6,2.16666666666667,13,477
"22024","qn9obmly-7jw6b-618687-aipb6-i4vbcud2",NA,NA,8,60,"medium",NA,"chefcook",-4,375.38,3,4,5,750
"22025","qnahffkp-j3r5l-235801-ceerb-4le1rgnw","Basics",37,21,69,"medium","vegan","beginner",84,435.65,NA,NA,4,523
"22026","qnau0tgv-2mpau-177602-hz8xk-bofec6iq","Pasta & rice dishes",23,NA,86,"medium",NA,"amateurchef",74,243.36,1,4,2,1106
"22027","qnblaq0g-dvtly-534352-3es54-8vg90ka0","Main dishes - vegetarian",17,149,NA,"easy","fish","chefcook",72,802.36,NA,NA,3,138
"22028","qnctjddf-i16tj-380802-t7d2o-zbwr13ih","Main dishes - vegetarian",4,27,NA,"easy",NA,"advanced",64,825.08,1,4,3,359
"22029","qnf2i08b-8axoj-189673-6j9au-begq51hq","Main dishes - others",1,31,44,"advanced","vegetarian",NA,24,489.65,2,3.5,4,1411
"22030","qnih6z6f-70k1u-560984-wzm52-m53sghp2","Main dishes - fish",8,136,49,"advanced","fish","amateurchef",74,351.44,1,2,7,594
"22031","qnjnk0xw-ii89m-978962-p7ydf-7mjrsnqv","Basics",15,33,145,"easy",NA,"chefcook",60,40.34,2,2.5,7,545
"22032","qnktpktz-lrop9-509691-rqoo2-6373kyxn","Breads & rolls",30,12,62,"advanced",NA,"beginner",23,478.81,1,4,3,46
"22033","qnljxeut-iawkz-631595-k4yqy-qmjizmk4","Baby food",31,75,37,"advanced","vegan",NA,63,36.12,NA,NA,2,974
"22034","qno2kgoi-7eom0-744879-t9vff-vou5mvu2","Starters",39,63,7,"medium","vegan","advanced",50,NA,1,1,6,1665
"22035","qnpea6tr-7mu6y-250360-j1ssb-8glc0ghd","Drinks",14,108,27,"easy",NA,NA,59,NA,2,1,9,1213
"22036","qnrtw3jb-khplo-970740-99ia4-rqftodrm","Main dishes - vegetarian",35,8,25,"medium","vegetarian","amateurchef",68,554.31,5,2,4,1183
"22037","qns4j213-9ok6e-297125-1prc3-6f457tnt","Pasta & rice dishes",21,46,79,"easy","vegan","beginner",-4,733.92,2,3,7,115
"22038","qnsjpqey-ybmmt-009702-dechm-zvrlysbs","Pasta & rice dishes",4,129,3,"easy","meat","amateurchef",68,855.54,NA,NA,3,2473
"22039","qnswpbfs-kt4yo-159298-1igas-psww44mb","Drinks",10,128,24,"easy",NA,NA,60,69.57,1,1,5,2594
"22040","qnt95tyj-fu5oc-296475-zbjcp-kxrog9ln","Drinks",19,116,12,"easy","vegan",NA,46,323.48,2,2.5,6,804
"22041","qnuh4fsn-peo2c-332527-4zmks-lfl1ze9y","Main dishes - vegetarian",5,113,3,NA,"vegetarian","chefcook",-4,807.56,NA,NA,3,2018
"22042","qnw1j40f-pypiz-060212-jvxhp-etdzh13h","Baby food",4,123,69,"medium","meat","advanced",82,80.12,4,2,5,536
"22043","qnxgxcrj-edxgi-255508-pyjmf-5lu7yh11","Breads & rolls",19,91,NA,"medium","vegan","chefcook",36,NA,NA,NA,4,459
"22044","qo0ir1w5-niou2-554518-yz1n0-96tc67j5",NA,20,70,NA,"easy",NA,"advanced",50,127.25,2,2,6,1533
"22045","qo0jmd8g-vbcl4-598520-10a0c-oyguxqek",NA,45,105,51,"medium","fish",NA,46,NA,6,2.83333333333333,4,183
"22046","qo0jva73-vhhp2-654190-hrjuf-3hgpjuhi","Main dishes - vegetarian",43,143,149,"medium","vegetarian",NA,40,1270.09,2,3,3,825
"22047","qo2ckh02-jf91f-631994-dq0sv-7qxaqrq4","Baking - sweet",43,NA,74,"easy","fish","advanced",11,426.31,3,2.33333333333333,2,1491
"22048","qo35u09z-4dd3c-554772-u2q7m-6p6slzrj","Baking - sweet",12,99,112,"easy","vegetarian","advanced",3,283.14,2,4,3,291
"22049","qo4c38bx-2du0e-571355-7m255-wz0ilx51","Baking - savoury",46,30,23,"easy","vegan",NA,24,162.88,3,2.33333333333333,6,220
"22050","qo832tc9-dbk1w-362698-zjitd-2lc0lddo","Main dishes - vegetarian",40,9,108,"medium","fish","advanced",2,886.99,NA,NA,6,1409
"22051","qoe491a6-ve4qv-749131-b5ho6-6kj8d5i6","Desserts & sweets",NA,91,76,"easy","meat","beginner",16,NA,NA,NA,3,2214
"22052","qoey1goz-vl0s3-892797-8wmtq-rg9kipn3","Main dishes - vegetarian",30,94,69,"medium","vegan","beginner",-30,NA,1,2,4,2313
"22053","qog7icwp-9vge8-042447-pcnkd-ykb8cag0","Basics",NA,NA,NA,"advanced","vegan",NA,32,NA,4,3,6,675
"22054","qoil43hq-jy3cb-829021-ghik6-rjftthg9","Desserts & sweets",NA,61,89,"advanced","vegan",NA,77,55.99,4,1,NA,2279
"22055","qoj8eosm-38mdd-161945-t54ie-33g3vgt7","Sauces, dips & spreads",16,83,50,"easy",NA,"chefcook",23,299.84,NA,NA,4,1255
"22056","qom5pvch-ny6om-581713-ypsdi-0a4s9eho",NA,NA,66,112,"advanced","vegan","beginner",14,334.72,1,3,4,1048
"22057","qomp3r6i-07knn-327503-oftkc-4ja519s2","Main dishes - others",NA,NA,103,"easy","vegetarian","amateurchef",11,252.04,5,3.6,5,106
"22058","qopespje-uobno-650396-i1xww-4rrzun19","Baking - savoury",39,87,81,"advanced","vegan","amateurchef",96,38.28,1,3,6,204
"22059","qoq8hb7j-v4eeu-870047-2f4ju-gv7mysfo","Sauces, dips & spreads",1,149,94,"advanced","fish","amateurchef",1,NA,1,3,6,1431
"22060","qotzy12v-9sw6m-820791-2h47i-s1lxezwh","Main dishes - fish",27,88,105,"advanced","vegan","chefcook",69,173.06,1,1,8,560
"22061","qoxf5pso-4u5ms-544881-bq544-poyd0yd9","Starters",NA,110,73,NA,"meat","beginner",21,310.49,1,3,2,1077
"22062","qoxhj5rq-nle1p-488115-gumpt-284gl5qa","Baby food",16,135,84,NA,"vegetarian","amateurchef",24,840.74,NA,NA,8,975
"22063","qoyvv1am-3md2n-103690-9fwxd-y3y9sqhi","Pasta & rice dishes",48,NA,50,NA,"fish","amateurchef",96,373.38,1,3,4,1623
"22064","qp224itd-jz297-911838-art0d-b2s0ze4k","Starters",46,NA,NA,"advanced","meat",NA,-16,109.64,1,3,3,2575
"22065","qp5d0c06-r1wlt-593379-p93sz-kj2esw9s","Drinks",7,97,133,"advanced","meat","amateurchef",13,188.99,1,1,7,709
"22066","qp64p183-hqg19-046315-13cz2-5vymgexh","Soups",32,80,136,"advanced","fish",NA,70,250.14,1,5,6,1278
"22067","qp95eg9z-wmr2h-069980-4t4nj-ic7mmfvj","Starters",45,143,NA,"medium","vegan","amateurchef",31,620.01,3,3.66666666666667,2,2256
"22068","qp96zozs-72vf7-810325-xq27c-onialb3j","Main dishes - meat",1,121,31,NA,"fish","advanced",47,442.71,2,4.5,5,770
"22069","qp99mj7k-wb0fd-152298-iml7m-qpxgmefn","Main dishes - others",10,82,96,"easy","fish","beginner",86,598.93,2,3,6,114
"22070","qpame8f6-sbo17-920874-6fy36-q955s6pw","Side dishes",42,136,NA,"easy","meat","beginner",84,NA,2,2,4,2043
"22071","qpbqvizv-idiqu-824944-cn431-gcktyefv","Baby food",NA,140,149,"advanced","vegan","amateurchef",20,49.44,2,3,4,2031
"22072","qpc6oorm-55cf2-273809-1pdqa-x1tc7ot8","Side dishes",9,120,78,"medium","meat","chefcook",43,611.85,NA,NA,6,557
"22073","qpcyvcav-s0qs1-637380-xbxl6-z5vv13bq","Soups",47,11,NA,"advanced","fish","advanced",39,299.76,2,2,5,1750
"22074","qpd4u7aw-sblcn-269398-8prhk-tq9mp7bc","Starters",11,63,48,"easy",NA,"beginner",84,41.04,2,1.5,4,1984
"22075","qphfwrp4-37k90-752966-siuuk-qt1xo110","Baking - sweet",NA,40,136,"easy","vegan","advanced",68,NA,2,2,2,2168
"22076","qpjejzko-ce3f2-052707-u42w9-ztj1j303",NA,12,59,97,"medium",NA,NA,-22,595.86,4,2.75,2,684
"22077","qpljnc7c-eifjo-996856-ctz2s-j2aq884k","Baking - savoury",15,56,NA,"advanced","vegan",NA,60,247.55,2,2,3,252
"22078","qpmlrx3h-i3xlm-609757-0koh5-5n6c9qw8","Side dishes",4,67,98,"easy","vegetarian","chefcook",69,787.53,NA,NA,2,1761
"22079","qpp5qp0f-smoxu-423329-6xiv9-nk9bxuut",NA,31,30,5,"easy","vegan","beginner",29,NA,1,1,6,1316
"22080","qpryhsok-t371j-194967-ag99m-ycwqks27","Baking - savoury",21,80,76,"easy","vegan","advanced",-24,172.67,NA,NA,7,1481
"22081","qpsg0qty-pq6z9-287987-3hqkx-5jlv2ws5","Soups",9,52,NA,"advanced","vegan","advanced",63,93.01,1,4,5,1070
"22082","qpsib14u-0djn7-605024-r0p3y-fvwn82bf",NA,24,53,138,"easy","fish","beginner",10,168.07,1,3,7,1958
"22083","qptl10a2-t1e3q-103585-jaimv-jin5dhhb","Baking - savoury",42,123,3,"medium","meat","amateurchef",38,NA,1,5,2,1257
"22084","qpw9m0kl-ha5kl-916437-5zf1e-xzl6h6f3",NA,50,140,23,"advanced","meat","amateurchef",23,27.22,2,3,11,1893
"22085","qpwbhoxa-8cxcv-292552-92hrl-efhzg130","Starters",35,110,118,"easy","vegan","advanced",14,641.25,4,2,4,1661
"22086","qpx5owz6-ujrrg-920040-p1jw7-5cxuc68h","Main dishes - others",17,124,61,"medium","vegan","amateurchef",36,703.71,2,2,2,430
"22087","qpxa5h9y-dvrtv-151238-bzqg9-kiyxwn4r","Sauces, dips & spreads",5,128,12,"advanced","meat","advanced",39,435.99,1,5,4,471
"22088","qpyss3z6-zzh4x-991034-uyobz-r69a9esb","Baking - sweet",NA,125,94,NA,"vegan","amateurchef",-5,31.63,1,4,4,1193
"22089","qq01mty7-zdmos-839392-ggw6r-b9mqhnh0","Soups",NA,103,32,"medium",NA,"amateurchef",46,463.19,1,3,3,934
"22090","qq0wtbd0-f0z7i-361683-c0dj0-g68mkus0","Main dishes - fish",48,NA,57,"easy","fish","chefcook",25,NA,NA,NA,8,1182
"22091","qq40jffu-d7uuc-360733-d3utl-5gn13y85",NA,33,131,NA,"easy","vegetarian","amateurchef",36,442.98,2,4.5,6,2602
"22092","qq48pt5l-c67ou-068762-0dt4q-qhvqcvky","Breads & rolls",NA,93,5,NA,"vegan","amateurchef",42,61.08,3,3,4,2158
"22093","qq5xcpen-vhnvt-768174-5yb05-to61hncf","Main dishes - meat",38,143,67,NA,"vegetarian","beginner",48,210.96,2,3.5,5,540
"22094","qq8e2p29-n65x1-053737-lkfz3-jktik7ij","Drinks",43,4,74,"advanced","fish","amateurchef",36,309.79,6,2.33333333333333,3,578
"22095","qq963riq-sjqyf-101963-sgzk5-ihhy0vhm","Drinks",NA,46,11,"advanced","fish","chefcook",86,NA,1,4,6,200
"22096","qq9kh4qm-893lx-018625-wsvip-hoteqbav","Pasta & rice dishes",NA,130,44,"medium","vegetarian","beginner",68,1063.49,1,2,4,2076
"22097","qq9x2ra5-279zp-545053-w9p7c-7h0r4df6",NA,25,142,17,"advanced","fish","advanced",50,1184.73,6,2.83333333333333,3,46
"22098","qqas2euq-rl6af-633821-fqetj-baxgfvay","Side dishes",31,59,128,"advanced",NA,"amateurchef",44,68.48,1,1,3,2153
"22099","qqbwicgc-ifk7h-921357-3vqrr-20fdwz0k","Main dishes - meat",33,16,51,"easy",NA,"chefcook",39,283.88,2,2,3,339
"22100","qqc8biau-j09m8-953183-qpnfu-evxznwcv","Side dishes",9,39,99,NA,"meat","chefcook",22,291.01,3,2.66666666666667,5,2582
"22101","qqdapqs6-vjvl6-196295-6r56g-tzq85866",NA,NA,33,124,"easy","vegetarian","advanced",64,216.67,1,4,5,2289
"22102","qqezlfll-btbpf-411699-qmb90-tav9cwc9",NA,23,NA,73,"medium","vegan","amateurchef",14,46.44,2,2.5,5,726
"22103","qqhkcz4x-xfh2j-774762-3aj32-q4mkiiws","Drinks",NA,19,114,"medium","vegan","chefcook",56,NA,1,2,8,1249
